name,url,types,abilities
makuhita,https://pokeapi.co/api/v2/pokemon/296/,fighting,"thick-fat, guts, sheer-force"
hariyama,https://pokeapi.co/api/v2/pokemon/297/,fighting,"thick-fat, guts, sheer-force"
azurill,https://pokeapi.co/api/v2/pokemon/298/,"normal, fairy","thick-fat, huge-power, sap-sipper"
nosepass,https://pokeapi.co/api/v2/pokemon/299/,rock,"sturdy, magnet-pull, sand-force"
skitty,https://pokeapi.co/api/v2/pokemon/300/,normal,"cute-charm, normalize, wonder-skin"
delcatty,https://pokeapi.co/api/v2/pokemon/301/,normal,"cute-charm, normalize, wonder-skin"
sableye,https://pokeapi.co/api/v2/pokemon/302/,"dark, ghost","keen-eye, stall, prankster"
mawile,https://pokeapi.co/api/v2/pokemon/303/,"steel, fairy","hyper-cutter, intimidate, sheer-force"
aron,https://pokeapi.co/api/v2/pokemon/304/,"steel, rock","sturdy, rock-head, heavy-metal"
lairon,https://pokeapi.co/api/v2/pokemon/305/,"steel, rock","sturdy, rock-head, heavy-metal"
aggron,https://pokeapi.co/api/v2/pokemon/306/,"steel, rock","sturdy, rock-head, heavy-metal"
meditite,https://pokeapi.co/api/v2/pokemon/307/,"fighting, psychic","pure-power, telepathy"
medicham,https://pokeapi.co/api/v2/pokemon/308/,"fighting, psychic","pure-power, telepathy"
electrike,https://pokeapi.co/api/v2/pokemon/309/,electric,"static, lightning-rod, minus"
manectric,https://pokeapi.co/api/v2/pokemon/310/,electric,"static, lightning-rod, minus"
plusle,https://pokeapi.co/api/v2/pokemon/311/,electric,"plus, lightning-rod"
minun,https://pokeapi.co/api/v2/pokemon/312/,electric,"minus, volt-absorb"
volbeat,https://pokeapi.co/api/v2/pokemon/313/,bug,"illuminate, swarm, prankster"
illumise,https://pokeapi.co/api/v2/pokemon/314/,bug,"oblivious, tinted-lens, prankster"
roselia,https://pokeapi.co/api/v2/pokemon/315/,"grass, poison","natural-cure, poison-point, leaf-guard"
gulpin,https://pokeapi.co/api/v2/pokemon/316/,poison,"liquid-ooze, sticky-hold, gluttony"
swalot,https://pokeapi.co/api/v2/pokemon/317/,poison,"liquid-ooze, sticky-hold, gluttony"
carvanha,https://pokeapi.co/api/v2/pokemon/318/,"water, dark","rough-skin, speed-boost"
sharpedo,https://pokeapi.co/api/v2/pokemon/319/,"water, dark","rough-skin, speed-boost"
wailmer,https://pokeapi.co/api/v2/pokemon/320/,water,"water-veil, oblivious, pressure"
wailord,https://pokeapi.co/api/v2/pokemon/321/,water,"water-veil, oblivious, pressure"
numel,https://pokeapi.co/api/v2/pokemon/322/,"fire, ground","oblivious, simple, own-tempo"
camerupt,https://pokeapi.co/api/v2/pokemon/323/,"fire, ground","magma-armor, solid-rock, anger-point"
torkoal,https://pokeapi.co/api/v2/pokemon/324/,fire,"white-smoke, drought, shell-armor"
spoink,https://pokeapi.co/api/v2/pokemon/325/,psychic,"thick-fat, own-tempo, gluttony"
grumpig,https://pokeapi.co/api/v2/pokemon/326/,psychic,"thick-fat, own-tempo, gluttony"
spinda,https://pokeapi.co/api/v2/pokemon/327/,normal,"own-tempo, tangled-feet, contrary"
trapinch,https://pokeapi.co/api/v2/pokemon/328/,ground,"hyper-cutter, arena-trap, sheer-force"
vibrava,https://pokeapi.co/api/v2/pokemon/329/,"ground, dragon",levitate
flygon,https://pokeapi.co/api/v2/pokemon/330/,"ground, dragon",levitate
cacnea,https://pokeapi.co/api/v2/pokemon/331/,grass,"sand-veil, water-absorb"
cacturne,https://pokeapi.co/api/v2/pokemon/332/,"grass, dark","sand-veil, water-absorb"
swablu,https://pokeapi.co/api/v2/pokemon/333/,"normal, flying","natural-cure, cloud-nine"
altaria,https://pokeapi.co/api/v2/pokemon/334/,"dragon, flying","natural-cure, cloud-nine"
zangoose,https://pokeapi.co/api/v2/pokemon/335/,normal,"immunity, toxic-boost"
seviper,https://pokeapi.co/api/v2/pokemon/336/,poison,"shed-skin, infiltrator"
lunatone,https://pokeapi.co/api/v2/pokemon/337/,"rock, psychic",levitate
solrock,https://pokeapi.co/api/v2/pokemon/338/,"rock, psychic",levitate
barboach,https://pokeapi.co/api/v2/pokemon/339/,"water, ground","oblivious, anticipation, hydration"
whiscash,https://pokeapi.co/api/v2/pokemon/340/,"water, ground","oblivious, anticipation, hydration"
corphish,https://pokeapi.co/api/v2/pokemon/341/,water,"hyper-cutter, shell-armor, adaptability"
crawdaunt,https://pokeapi.co/api/v2/pokemon/342/,"water, dark","hyper-cutter, shell-armor, adaptability"
baltoy,https://pokeapi.co/api/v2/pokemon/343/,"ground, psychic",levitate
claydol,https://pokeapi.co/api/v2/pokemon/344/,"ground, psychic",levitate
lileep,https://pokeapi.co/api/v2/pokemon/345/,"rock, grass","suction-cups, storm-drain"
cradily,https://pokeapi.co/api/v2/pokemon/346/,"rock, grass","suction-cups, storm-drain"
anorith,https://pokeapi.co/api/v2/pokemon/347/,"rock, bug","battle-armor, swift-swim"
armaldo,https://pokeapi.co/api/v2/pokemon/348/,"rock, bug","battle-armor, swift-swim"
feebas,https://pokeapi.co/api/v2/pokemon/349/,water,"swift-swim, oblivious, adaptability"
milotic,https://pokeapi.co/api/v2/pokemon/350/,water,"marvel-scale, competitive, cute-charm"
castform,https://pokeapi.co/api/v2/pokemon/351/,normal,forecast
kecleon,https://pokeapi.co/api/v2/pokemon/352/,normal,"color-change, protean"
shuppet,https://pokeapi.co/api/v2/pokemon/353/,ghost,"insomnia, frisk, cursed-body"
banette,https://pokeapi.co/api/v2/pokemon/354/,ghost,"insomnia, frisk, cursed-body"
duskull,https://pokeapi.co/api/v2/pokemon/355/,ghost,"levitate, frisk"
dusclops,https://pokeapi.co/api/v2/pokemon/356/,ghost,"pressure, frisk"
tropius,https://pokeapi.co/api/v2/pokemon/357/,"grass, flying","chlorophyll, solar-power, harvest"
chimecho,https://pokeapi.co/api/v2/pokemon/358/,psychic,levitate
absol,https://pokeapi.co/api/v2/pokemon/359/,dark,"pressure, super-luck, justified"
wynaut,https://pokeapi.co/api/v2/pokemon/360/,psychic,"shadow-tag, telepathy"
snorunt,https://pokeapi.co/api/v2/pokemon/361/,ice,"inner-focus, ice-body, moody"
glalie,https://pokeapi.co/api/v2/pokemon/362/,ice,"inner-focus, ice-body, moody"
spheal,https://pokeapi.co/api/v2/pokemon/363/,"ice, water","thick-fat, ice-body, oblivious"
sealeo,https://pokeapi.co/api/v2/pokemon/364/,"ice, water","thick-fat, ice-body, oblivious"
walrein,https://pokeapi.co/api/v2/pokemon/365/,"ice, water","thick-fat, ice-body, oblivious"
clamperl,https://pokeapi.co/api/v2/pokemon/366/,water,"shell-armor, rattled"
huntail,https://pokeapi.co/api/v2/pokemon/367/,water,"swift-swim, water-veil"
gorebyss,https://pokeapi.co/api/v2/pokemon/368/,water,"swift-swim, hydration"
relicanth,https://pokeapi.co/api/v2/pokemon/369/,"water, rock","swift-swim, rock-head, sturdy"
luvdisc,https://pokeapi.co/api/v2/pokemon/370/,water,"swift-swim, hydration"
bagon,https://pokeapi.co/api/v2/pokemon/371/,dragon,"rock-head, sheer-force"
shelgon,https://pokeapi.co/api/v2/pokemon/372/,dragon,"rock-head, overcoat"
salamence,https://pokeapi.co/api/v2/pokemon/373/,"dragon, flying","intimidate, moxie"
beldum,https://pokeapi.co/api/v2/pokemon/374/,"steel, psychic","clear-body, light-metal"
metang,https://pokeapi.co/api/v2/pokemon/375/,"steel, psychic","clear-body, light-metal"
metagross,https://pokeapi.co/api/v2/pokemon/376/,"steel, psychic","clear-body, light-metal"
regirock,https://pokeapi.co/api/v2/pokemon/377/,rock,"clear-body, sturdy"
regice,https://pokeapi.co/api/v2/pokemon/378/,ice,"clear-body, ice-body"
registeel,https://pokeapi.co/api/v2/pokemon/379/,steel,"clear-body, light-metal"
latias,https://pokeapi.co/api/v2/pokemon/380/,"dragon, psychic",levitate
latios,https://pokeapi.co/api/v2/pokemon/381/,"dragon, psychic",levitate
kyogre,https://pokeapi.co/api/v2/pokemon/382/,water,drizzle
groudon,https://pokeapi.co/api/v2/pokemon/383/,ground,drought
rayquaza,https://pokeapi.co/api/v2/pokemon/384/,"dragon, flying",air-lock
jirachi,https://pokeapi.co/api/v2/pokemon/385/,"steel, psychic",serene-grace
deoxys-normal,https://pokeapi.co/api/v2/pokemon/386/,psychic,pressure
turtwig,https://pokeapi.co/api/v2/pokemon/387/,grass,"overgrow, shell-armor"
grotle,https://pokeapi.co/api/v2/pokemon/388/,grass,"overgrow, shell-armor"
torterra,https://pokeapi.co/api/v2/pokemon/389/,"grass, ground","overgrow, shell-armor"
chimchar,https://pokeapi.co/api/v2/pokemon/390/,fire,"blaze, iron-fist"
monferno,https://pokeapi.co/api/v2/pokemon/391/,"fire, fighting","blaze, iron-fist"
infernape,https://pokeapi.co/api/v2/pokemon/392/,"fire, fighting","blaze, iron-fist"
piplup,https://pokeapi.co/api/v2/pokemon/393/,water,"torrent, competitive"
prinplup,https://pokeapi.co/api/v2/pokemon/394/,water,"torrent, competitive"
empoleon,https://pokeapi.co/api/v2/pokemon/395/,"water, steel","torrent, competitive"
starly,https://pokeapi.co/api/v2/pokemon/396/,"normal, flying","keen-eye, reckless"
staravia,https://pokeapi.co/api/v2/pokemon/397/,"normal, flying","intimidate, reckless"
staraptor,https://pokeapi.co/api/v2/pokemon/398/,"normal, flying","intimidate, reckless"
bidoof,https://pokeapi.co/api/v2/pokemon/399/,normal,"simple, unaware, moody"
bibarel,https://pokeapi.co/api/v2/pokemon/400/,"normal, water","simple, unaware, moody"
kricketot,https://pokeapi.co/api/v2/pokemon/401/,bug,"shed-skin, run-away"
kricketune,https://pokeapi.co/api/v2/pokemon/402/,bug,"swarm, technician"
shinx,https://pokeapi.co/api/v2/pokemon/403/,electric,"rivalry, intimidate, guts"
luxio,https://pokeapi.co/api/v2/pokemon/404/,electric,"rivalry, intimidate, guts"
luxray,https://pokeapi.co/api/v2/pokemon/405/,electric,"rivalry, intimidate, guts"
budew,https://pokeapi.co/api/v2/pokemon/406/,"grass, poison","natural-cure, poison-point, leaf-guard"
roserade,https://pokeapi.co/api/v2/pokemon/407/,"grass, poison","natural-cure, poison-point, technician"
cranidos,https://pokeapi.co/api/v2/pokemon/408/,rock,"mold-breaker, sheer-force"
rampardos,https://pokeapi.co/api/v2/pokemon/409/,rock,"mold-breaker, sheer-force"
shieldon,https://pokeapi.co/api/v2/pokemon/410/,"rock, steel","sturdy, soundproof"
bastiodon,https://pokeapi.co/api/v2/pokemon/411/,"rock, steel","sturdy, soundproof"
burmy,https://pokeapi.co/api/v2/pokemon/412/,bug,"shed-skin, overcoat"
wormadam-plant,https://pokeapi.co/api/v2/pokemon/413/,"bug, grass","anticipation, overcoat"
mothim,https://pokeapi.co/api/v2/pokemon/414/,"bug, flying","swarm, tinted-lens"
combee,https://pokeapi.co/api/v2/pokemon/415/,"bug, flying","honey-gather, hustle"
vespiquen,https://pokeapi.co/api/v2/pokemon/416/,"bug, flying","pressure, unnerve"
pachirisu,https://pokeapi.co/api/v2/pokemon/417/,electric,"run-away, pickup, volt-absorb"
buizel,https://pokeapi.co/api/v2/pokemon/418/,water,"swift-swim, water-veil"
floatzel,https://pokeapi.co/api/v2/pokemon/419/,water,"swift-swim, water-veil"
cherubi,https://pokeapi.co/api/v2/pokemon/420/,grass,chlorophyll
cherrim,https://pokeapi.co/api/v2/pokemon/421/,grass,flower-gift
shellos,https://pokeapi.co/api/v2/pokemon/422/,water,"sticky-hold, storm-drain, sand-force"
gastrodon,https://pokeapi.co/api/v2/pokemon/423/,"water, ground","sticky-hold, storm-drain, sand-force"
ambipom,https://pokeapi.co/api/v2/pokemon/424/,normal,"technician, pickup, skill-link"
drifloon,https://pokeapi.co/api/v2/pokemon/425/,"ghost, flying","aftermath, unburden, flare-boost"
drifblim,https://pokeapi.co/api/v2/pokemon/426/,"ghost, flying","aftermath, unburden, flare-boost"
buneary,https://pokeapi.co/api/v2/pokemon/427/,normal,"run-away, klutz, limber"
lopunny,https://pokeapi.co/api/v2/pokemon/428/,normal,"cute-charm, klutz, limber"
mismagius,https://pokeapi.co/api/v2/pokemon/429/,ghost,levitate
honchkrow,https://pokeapi.co/api/v2/pokemon/430/,"dark, flying","insomnia, super-luck, moxie"
glameow,https://pokeapi.co/api/v2/pokemon/431/,normal,"limber, own-tempo, keen-eye"
purugly,https://pokeapi.co/api/v2/pokemon/432/,normal,"thick-fat, own-tempo, defiant"
chingling,https://pokeapi.co/api/v2/pokemon/433/,psychic,levitate
stunky,https://pokeapi.co/api/v2/pokemon/434/,"poison, dark","stench, aftermath, keen-eye"
skuntank,https://pokeapi.co/api/v2/pokemon/435/,"poison, dark","stench, aftermath, keen-eye"
bronzor,https://pokeapi.co/api/v2/pokemon/436/,"steel, psychic","levitate, heatproof, heavy-metal"
bronzong,https://pokeapi.co/api/v2/pokemon/437/,"steel, psychic","levitate, heatproof, heavy-metal"
bonsly,https://pokeapi.co/api/v2/pokemon/438/,rock,"sturdy, rock-head, rattled"
mime-jr,https://pokeapi.co/api/v2/pokemon/439/,"psychic, fairy","soundproof, filter, technician"
happiny,https://pokeapi.co/api/v2/pokemon/440/,normal,"natural-cure, serene-grace, friend-guard"
chatot,https://pokeapi.co/api/v2/pokemon/441/,"normal, flying","keen-eye, tangled-feet, big-pecks"
spiritomb,https://pokeapi.co/api/v2/pokemon/442/,"ghost, dark","pressure, infiltrator"
gible,https://pokeapi.co/api/v2/pokemon/443/,"dragon, ground","sand-veil, rough-skin"
gabite,https://pokeapi.co/api/v2/pokemon/444/,"dragon, ground","sand-veil, rough-skin"
garchomp,https://pokeapi.co/api/v2/pokemon/445/,"dragon, ground","sand-veil, rough-skin"
munchlax,https://pokeapi.co/api/v2/pokemon/446/,normal,"pickup, thick-fat, gluttony"
riolu,https://pokeapi.co/api/v2/pokemon/447/,fighting,"steadfast, inner-focus, prankster"
lucario,https://pokeapi.co/api/v2/pokemon/448/,"fighting, steel","steadfast, inner-focus, justified"
hippopotas,https://pokeapi.co/api/v2/pokemon/449/,ground,"sand-stream, sand-force"
hippowdon,https://pokeapi.co/api/v2/pokemon/450/,ground,"sand-stream, sand-force"
skorupi,https://pokeapi.co/api/v2/pokemon/451/,"poison, bug","battle-armor, sniper, keen-eye"
drapion,https://pokeapi.co/api/v2/pokemon/452/,"poison, dark","battle-armor, sniper, keen-eye"
croagunk,https://pokeapi.co/api/v2/pokemon/453/,"poison, fighting","anticipation, dry-skin, poison-touch"
toxicroak,https://pokeapi.co/api/v2/pokemon/454/,"poison, fighting","anticipation, dry-skin, poison-touch"
carnivine,https://pokeapi.co/api/v2/pokemon/455/,grass,levitate
finneon,https://pokeapi.co/api/v2/pokemon/456/,water,"swift-swim, storm-drain, water-veil"
lumineon,https://pokeapi.co/api/v2/pokemon/457/,water,"swift-swim, storm-drain, water-veil"
mantyke,https://pokeapi.co/api/v2/pokemon/458/,"water, flying","swift-swim, water-absorb, water-veil"
snover,https://pokeapi.co/api/v2/pokemon/459/,"grass, ice","snow-warning, soundproof"
abomasnow,https://pokeapi.co/api/v2/pokemon/460/,"grass, ice","snow-warning, soundproof"
weavile,https://pokeapi.co/api/v2/pokemon/461/,"dark, ice","pressure, pickpocket"
magnezone,https://pokeapi.co/api/v2/pokemon/462/,"electric, steel","magnet-pull, sturdy, analytic"
lickilicky,https://pokeapi.co/api/v2/pokemon/463/,normal,"own-tempo, oblivious, cloud-nine"
rhyperior,https://pokeapi.co/api/v2/pokemon/464/,"ground, rock","lightning-rod, solid-rock, reckless"
tangrowth,https://pokeapi.co/api/v2/pokemon/465/,grass,"chlorophyll, leaf-guard, regenerator"
electivire,https://pokeapi.co/api/v2/pokemon/466/,electric,"motor-drive, vital-spirit"
magmortar,https://pokeapi.co/api/v2/pokemon/467/,fire,"flame-body, vital-spirit"
togekiss,https://pokeapi.co/api/v2/pokemon/468/,"fairy, flying","hustle, serene-grace, super-luck"
yanmega,https://pokeapi.co/api/v2/pokemon/469/,"bug, flying","speed-boost, tinted-lens, frisk"
leafeon,https://pokeapi.co/api/v2/pokemon/470/,grass,"leaf-guard, chlorophyll"
glaceon,https://pokeapi.co/api/v2/pokemon/471/,ice,"snow-cloak, ice-body"
gliscor,https://pokeapi.co/api/v2/pokemon/472/,"ground, flying","hyper-cutter, sand-veil, poison-heal"
mamoswine,https://pokeapi.co/api/v2/pokemon/473/,"ice, ground","oblivious, snow-cloak, thick-fat"
porygon-z,https://pokeapi.co/api/v2/pokemon/474/,normal,"adaptability, download, analytic"
gallade,https://pokeapi.co/api/v2/pokemon/475/,"psychic, fighting","steadfast, sharpness, justified"
probopass,https://pokeapi.co/api/v2/pokemon/476/,"rock, steel","sturdy, magnet-pull, sand-force"
dusknoir,https://pokeapi.co/api/v2/pokemon/477/,ghost,"pressure, frisk"
froslass,https://pokeapi.co/api/v2/pokemon/478/,"ice, ghost","snow-cloak, cursed-body"
rotom,https://pokeapi.co/api/v2/pokemon/479/,"electric, ghost",levitate
uxie,https://pokeapi.co/api/v2/pokemon/480/,psychic,levitate
mesprit,https://pokeapi.co/api/v2/pokemon/481/,psychic,levitate
azelf,https://pokeapi.co/api/v2/pokemon/482/,psychic,levitate
dialga,https://pokeapi.co/api/v2/pokemon/483/,"steel, dragon","pressure, telepathy"
palkia,https://pokeapi.co/api/v2/pokemon/484/,"water, dragon","pressure, telepathy"
heatran,https://pokeapi.co/api/v2/pokemon/485/,"fire, steel","flash-fire, flame-body"
regigigas,https://pokeapi.co/api/v2/pokemon/486/,normal,slow-start
giratina-altered,https://pokeapi.co/api/v2/pokemon/487/,"ghost, dragon","pressure, telepathy"
cresselia,https://pokeapi.co/api/v2/pokemon/488/,psychic,levitate
phione,https://pokeapi.co/api/v2/pokemon/489/,water,hydration
manaphy,https://pokeapi.co/api/v2/pokemon/490/,water,hydration
darkrai,https://pokeapi.co/api/v2/pokemon/491/,dark,bad-dreams
shaymin-land,https://pokeapi.co/api/v2/pokemon/492/,grass,natural-cure
arceus,https://pokeapi.co/api/v2/pokemon/493/,normal,multitype
victini,https://pokeapi.co/api/v2/pokemon/494/,"psychic, fire",victory-star
snivy,https://pokeapi.co/api/v2/pokemon/495/,grass,"overgrow, contrary"
servine,https://pokeapi.co/api/v2/pokemon/496/,grass,"overgrow, contrary"
serperior,https://pokeapi.co/api/v2/pokemon/497/,grass,"overgrow, contrary"
tepig,https://pokeapi.co/api/v2/pokemon/498/,fire,"blaze, thick-fat"
pignite,https://pokeapi.co/api/v2/pokemon/499/,"fire, fighting","blaze, thick-fat"
emboar,https://pokeapi.co/api/v2/pokemon/500/,"fire, fighting","blaze, reckless"
oshawott,https://pokeapi.co/api/v2/pokemon/501/,water,"torrent, shell-armor"
dewott,https://pokeapi.co/api/v2/pokemon/502/,water,"torrent, shell-armor"
samurott,https://pokeapi.co/api/v2/pokemon/503/,water,"torrent, shell-armor"
patrat,https://pokeapi.co/api/v2/pokemon/504/,normal,"run-away, keen-eye, analytic"
watchog,https://pokeapi.co/api/v2/pokemon/505/,normal,"illuminate, keen-eye, analytic"
lillipup,https://pokeapi.co/api/v2/pokemon/506/,normal,"vital-spirit, pickup, run-away"
herdier,https://pokeapi.co/api/v2/pokemon/507/,normal,"intimidate, sand-rush, scrappy"
stoutland,https://pokeapi.co/api/v2/pokemon/508/,normal,"intimidate, sand-rush, scrappy"
purrloin,https://pokeapi.co/api/v2/pokemon/509/,dark,"limber, unburden, prankster"
liepard,https://pokeapi.co/api/v2/pokemon/510/,dark,"limber, unburden, prankster"
pansage,https://pokeapi.co/api/v2/pokemon/511/,grass,"gluttony, overgrow"
simisage,https://pokeapi.co/api/v2/pokemon/512/,grass,"gluttony, overgrow"
pansear,https://pokeapi.co/api/v2/pokemon/513/,fire,"gluttony, blaze"
simisear,https://pokeapi.co/api/v2/pokemon/514/,fire,"gluttony, blaze"
panpour,https://pokeapi.co/api/v2/pokemon/515/,water,"gluttony, torrent"
simipour,https://pokeapi.co/api/v2/pokemon/516/,water,"gluttony, torrent"
munna,https://pokeapi.co/api/v2/pokemon/517/,psychic,"forewarn, synchronize, telepathy"
musharna,https://pokeapi.co/api/v2/pokemon/518/,psychic,"forewarn, synchronize, telepathy"
pidove,https://pokeapi.co/api/v2/pokemon/519/,"normal, flying","big-pecks, super-luck, rivalry"
tranquill,https://pokeapi.co/api/v2/pokemon/520/,"normal, flying","big-pecks, super-luck, rivalry"
unfezant,https://pokeapi.co/api/v2/pokemon/521/,"normal, flying","big-pecks, super-luck, rivalry"
blitzle,https://pokeapi.co/api/v2/pokemon/522/,electric,"lightning-rod, motor-drive, sap-sipper"
zebstrika,https://pokeapi.co/api/v2/pokemon/523/,electric,"lightning-rod, motor-drive, sap-sipper"
roggenrola,https://pokeapi.co/api/v2/pokemon/524/,rock,"sturdy, weak-armor, sand-force"
boldore,https://pokeapi.co/api/v2/pokemon/525/,rock,"sturdy, weak-armor, sand-force"
gigalith,https://pokeapi.co/api/v2/pokemon/526/,rock,"sturdy, sand-stream, sand-force"
woobat,https://pokeapi.co/api/v2/pokemon/527/,"psychic, flying","unaware, klutz, simple"
swoobat,https://pokeapi.co/api/v2/pokemon/528/,"psychic, flying","unaware, klutz, simple"
drilbur,https://pokeapi.co/api/v2/pokemon/529/,ground,"sand-rush, sand-force, mold-breaker"
excadrill,https://pokeapi.co/api/v2/pokemon/530/,"ground, steel","sand-rush, sand-force, mold-breaker"
audino,https://pokeapi.co/api/v2/pokemon/531/,normal,"healer, regenerator, klutz"
timburr,https://pokeapi.co/api/v2/pokemon/532/,fighting,"guts, sheer-force, iron-fist"
gurdurr,https://pokeapi.co/api/v2/pokemon/533/,fighting,"guts, sheer-force, iron-fist"
conkeldurr,https://pokeapi.co/api/v2/pokemon/534/,fighting,"guts, sheer-force, iron-fist"
tympole,https://pokeapi.co/api/v2/pokemon/535/,water,"swift-swim, hydration, water-absorb"
palpitoad,https://pokeapi.co/api/v2/pokemon/536/,"water, ground","swift-swim, hydration, water-absorb"
seismitoad,https://pokeapi.co/api/v2/pokemon/537/,"water, ground","swift-swim, poison-touch, water-absorb"
throh,https://pokeapi.co/api/v2/pokemon/538/,fighting,"guts, inner-focus, mold-breaker"
sawk,https://pokeapi.co/api/v2/pokemon/539/,fighting,"sturdy, inner-focus, mold-breaker"
sewaddle,https://pokeapi.co/api/v2/pokemon/540/,"bug, grass","swarm, chlorophyll, overcoat"
swadloon,https://pokeapi.co/api/v2/pokemon/541/,"bug, grass","leaf-guard, chlorophyll, overcoat"
leavanny,https://pokeapi.co/api/v2/pokemon/542/,"bug, grass","swarm, chlorophyll, overcoat"
venipede,https://pokeapi.co/api/v2/pokemon/543/,"bug, poison","poison-point, swarm, speed-boost"
whirlipede,https://pokeapi.co/api/v2/pokemon/544/,"bug, poison","poison-point, swarm, speed-boost"
scolipede,https://pokeapi.co/api/v2/pokemon/545/,"bug, poison","poison-point, swarm, speed-boost"
cottonee,https://pokeapi.co/api/v2/pokemon/546/,"grass, fairy","prankster, infiltrator, chlorophyll"
whimsicott,https://pokeapi.co/api/v2/pokemon/547/,"grass, fairy","prankster, infiltrator, chlorophyll"
petilil,https://pokeapi.co/api/v2/pokemon/548/,grass,"chlorophyll, own-tempo, leaf-guard"
lilligant,https://pokeapi.co/api/v2/pokemon/549/,grass,"chlorophyll, own-tempo, leaf-guard"
basculin-red-striped,https://pokeapi.co/api/v2/pokemon/550/,water,"reckless, adaptability, mold-breaker"
sandile,https://pokeapi.co/api/v2/pokemon/551/,"ground, dark","intimidate, moxie, anger-point"
krokorok,https://pokeapi.co/api/v2/pokemon/552/,"ground, dark","intimidate, moxie, anger-point"
krookodile,https://pokeapi.co/api/v2/pokemon/553/,"ground, dark","intimidate, moxie, anger-point"
darumaka,https://pokeapi.co/api/v2/pokemon/554/,fire,"hustle, inner-focus"
darmanitan-standard,https://pokeapi.co/api/v2/pokemon/555/,fire,"sheer-force, zen-mode"
maractus,https://pokeapi.co/api/v2/pokemon/556/,grass,"water-absorb, chlorophyll, storm-drain"
dwebble,https://pokeapi.co/api/v2/pokemon/557/,"bug, rock","sturdy, shell-armor, weak-armor"
crustle,https://pokeapi.co/api/v2/pokemon/558/,"bug, rock","sturdy, shell-armor, weak-armor"
scraggy,https://pokeapi.co/api/v2/pokemon/559/,"dark, fighting","shed-skin, moxie, intimidate"
scrafty,https://pokeapi.co/api/v2/pokemon/560/,"dark, fighting","shed-skin, moxie, intimidate"
sigilyph,https://pokeapi.co/api/v2/pokemon/561/,"psychic, flying","wonder-skin, magic-guard, tinted-lens"
yamask,https://pokeapi.co/api/v2/pokemon/562/,ghost,mummy
cofagrigus,https://pokeapi.co/api/v2/pokemon/563/,ghost,mummy
tirtouga,https://pokeapi.co/api/v2/pokemon/564/,"water, rock","solid-rock, sturdy, swift-swim"
carracosta,https://pokeapi.co/api/v2/pokemon/565/,"water, rock","solid-rock, sturdy, swift-swim"
archen,https://pokeapi.co/api/v2/pokemon/566/,"rock, flying",defeatist
archeops,https://pokeapi.co/api/v2/pokemon/567/,"rock, flying",defeatist
trubbish,https://pokeapi.co/api/v2/pokemon/568/,poison,"stench, sticky-hold, aftermath"
garbodor,https://pokeapi.co/api/v2/pokemon/569/,poison,"stench, weak-armor, aftermath"
zorua,https://pokeapi.co/api/v2/pokemon/570/,dark,illusion
zoroark,https://pokeapi.co/api/v2/pokemon/571/,dark,illusion
minccino,https://pokeapi.co/api/v2/pokemon/572/,normal,"cute-charm, technician, skill-link"
cinccino,https://pokeapi.co/api/v2/pokemon/573/,normal,"cute-charm, technician, skill-link"
gothita,https://pokeapi.co/api/v2/pokemon/574/,psychic,"frisk, competitive, shadow-tag"
gothorita,https://pokeapi.co/api/v2/pokemon/575/,psychic,"frisk, competitive, shadow-tag"
gothitelle,https://pokeapi.co/api/v2/pokemon/576/,psychic,"frisk, competitive, shadow-tag"
solosis,https://pokeapi.co/api/v2/pokemon/577/,psychic,"overcoat, magic-guard, regenerator"
duosion,https://pokeapi.co/api/v2/pokemon/578/,psychic,"overcoat, magic-guard, regenerator"
reuniclus,https://pokeapi.co/api/v2/pokemon/579/,psychic,"overcoat, magic-guard, regenerator"
ducklett,https://pokeapi.co/api/v2/pokemon/580/,"water, flying","keen-eye, big-pecks, hydration"
swanna,https://pokeapi.co/api/v2/pokemon/581/,"water, flying","keen-eye, big-pecks, hydration"
vanillite,https://pokeapi.co/api/v2/pokemon/582/,ice,"ice-body, snow-cloak, weak-armor"
vanillish,https://pokeapi.co/api/v2/pokemon/583/,ice,"ice-body, snow-cloak, weak-armor"
vanilluxe,https://pokeapi.co/api/v2/pokemon/584/,ice,"ice-body, snow-warning, weak-armor"
deerling,https://pokeapi.co/api/v2/pokemon/585/,"normal, grass","chlorophyll, sap-sipper, serene-grace"
sawsbuck,https://pokeapi.co/api/v2/pokemon/586/,"normal, grass","chlorophyll, sap-sipper, serene-grace"
emolga,https://pokeapi.co/api/v2/pokemon/587/,"electric, flying","static, motor-drive"
karrablast,https://pokeapi.co/api/v2/pokemon/588/,bug,"swarm, shed-skin, no-guard"
escavalier,https://pokeapi.co/api/v2/pokemon/589/,"bug, steel","swarm, shell-armor, overcoat"
foongus,https://pokeapi.co/api/v2/pokemon/590/,"grass, poison","effect-spore, regenerator"
amoonguss,https://pokeapi.co/api/v2/pokemon/591/,"grass, poison","effect-spore, regenerator"
frillish,https://pokeapi.co/api/v2/pokemon/592/,"water, ghost","water-absorb, cursed-body, damp"
jellicent,https://pokeapi.co/api/v2/pokemon/593/,"water, ghost","water-absorb, cursed-body, damp"
alomomola,https://pokeapi.co/api/v2/pokemon/594/,water,"healer, hydration, regenerator"
joltik,https://pokeapi.co/api/v2/pokemon/595/,"bug, electric","compound-eyes, unnerve, swarm"
