Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
3249,0,3,1,0,6,1,0,0,7,1,0,3,3,3,3,2,1,4,1,5,6,1
3250,0,3,1,0,6,1,0,0,8,1,0,3,3,3,3,2,1,4,0,5,6,1
3251,0,3,1,3,6,1,0,0,7,1,0,3,3,5,7,2,1,4,1,4,6,1
3252,0,3,1,3,6,1,0,0,1,1,0,3,3,5,7,2,1,4,0,4,6,1
3253,0,3,1,3,6,1,0,0,10,1,0,3,3,5,7,2,1,4,0,5,6,1
3255,1,2,0,3,2,1,1,1,4,0,0,3,3,7,7,2,1,4,1,4,6,0
3257,1,3,1,3,4,1,0,0,3,0,0,2,2,5,5,2,1,2,3,5,3,0
3258,0,3,0,6,6,1,0,0,8,1,0,3,3,5,3,2,1,4,0,5,6,1
3259,0,3,1,3,6,1,0,0,8,1,0,3,3,7,5,2,1,4,0,4,6,1
3260,0,3,0,6,6,1,0,0,10,1,0,3,3,5,5,2,1,4,1,4,6,1
3261,0,3,1,3,6,1,0,0,1,1,0,3,3,5,7,2,1,4,1,4,6,1
3262,1,2,2,4,2,1,1,1,8,0,0,3,3,7,7,2,1,4,1,4,6,0
3264,0,2,0,0,6,1,0,0,8,1,0,3,3,7,3,2,1,4,1,4,6,1
3265,0,3,1,3,6,1,0,0,7,1,0,3,3,5,5,2,1,4,0,5,6,1
3266,0,3,1,6,6,1,0,0,8,1,0,3,3,7,7,2,1,4,0,5,6,1
3267,1,2,0,3,2,1,1,1,1,0,0,3,3,7,7,2,1,4,1,4,6,0
3268,1,2,0,3,4,1,0,0,4,0,0,2,2,5,1,2,1,2,3,4,3,0
3269,0,3,1,0,6,1,0,0,7,1,0,3,3,3,7,2,1,4,0,5,6,1
3270,0,3,1,3,6,1,0,0,7,1,0,3,3,7,7,2,1,4,0,5,6,1
3273,0,3,0,3,6,1,0,0,8,1,0,3,3,3,7,2,1,4,0,5,6,1
3275,0,3,1,6,6,1,0,0,1,1,0,3,3,5,3,2,1,4,0,5,6,1
3277,0,3,0,6,6,1,0,0,7,1,0,3,3,3,3,2,1,4,1,5,6,1
3278,1,2,1,8,4,1,0,0,3,0,0,2,2,0,5,2,1,2,3,5,6,0
3280,0,3,1,0,6,1,0,0,1,1,0,3,3,5,3,2,1,4,1,4,6,1
3282,1,2,2,4,2,1,0,1,1,0,0,3,3,7,7,2,1,4,1,4,6,0
3284,0,2,0,3,6,1,0,0,7,1,0,3,3,5,5,2,1,4,0,4,6,1
3286,0,2,1,0,6,1,0,0,8,1,0,3,3,7,7,2,1,4,0,4,6,1
3289,1,2,0,3,2,1,0,1,7,0,0,3,3,7,7,2,1,4,0,3,6,0
3290,0,3,1,0,6,1,0,0,7,1,0,3,3,7,5,2,1,4,1,4,6,1
3291,1,2,0,3,4,1,0,0,3,0,0,2,2,5,5,2,1,2,3,4,3,0
3292,0,3,1,3,6,1,0,0,8,1,0,3,3,5,5,2,1,4,0,4,6,1
3294,0,3,0,6,6,1,0,0,1,1,0,3,3,7,5,2,1,4,0,5,6,1
3296,0,3,0,6,6,1,0,0,10,1,0,3,3,5,7,2,1,4,0,4,6,1
3297,0,3,0,6,6,1,0,0,7,1,0,3,3,7,7,2,1,4,0,4,6,1
3299,1,2,0,3,4,1,0,0,3,0,0,2,2,0,1,2,1,2,3,4,0,0
3300,0,3,1,3,6,1,0,0,10,1,0,3,3,3,3,2,1,4,0,5,6,1
3301,0,3,0,6,6,1,0,0,10,1,0,3,3,3,5,2,1,4,1,5,6,1
3304,0,3,0,6,6,1,0,0,8,1,0,3,3,7,7,2,1,4,0,5,6,1
3305,0,3,1,0,6,1,0,0,10,1,0,3,3,7,7,2,1,4,1,4,6,1
3308,0,2,0,3,6,1,0,0,7,1,0,3,3,3,3,2,1,4,1,4,6,1
3309,0,3,1,3,6,1,0,0,1,1,0,3,3,5,3,2,1,4,1,4,6,1
3310,1,2,0,7,2,1,1,1,8,0,0,3,3,7,7,2,1,4,0,3,6,0
3311,0,3,0,6,6,1,0,0,7,1,0,3,3,7,5,2,1,4,0,5,6,1
3313,0,3,1,6,6,1,0,0,8,1,0,3,3,7,3,2,1,4,1,5,6,1
3314,0,2,0,6,6,1,0,0,1,1,0,3,3,3,5,2,1,4,0,4,6,1
3316,1,2,0,3,4,1,0,0,7,0,0,2,2,5,0,2,1,2,3,4,0,0
3317,0,2,0,3,6,1,0,0,1,1,0,3,3,5,7,2,1,4,0,4,6,1
3318,1,2,0,3,4,1,0,0,4,0,0,2,2,1,0,2,1,2,3,5,6,0
3319,0,3,1,3,6,1,0,0,1,1,0,3,3,3,7,2,1,4,0,4,6,1
3320,0,3,1,0,6,1,0,0,7,1,0,3,3,5,5,2,1,4,1,5,6,1
3321,0,3,1,3,6,1,0,0,10,1,0,3,3,7,5,2,1,4,1,5,6,1
3322,1,3,0,3,4,1,0,0,7,0,0,2,2,0,5,2,1,2,3,4,6,0
3323,0,3,1,6,6,1,0,0,10,1,0,3,3,5,5,2,1,4,0,5,6,1
3324,1,2,2,3,2,1,0,1,4,0,0,3,3,7,7,2,1,4,1,4,6,0
3327,0,2,0,6,6,1,0,0,1,1,0,3,3,3,7,2,1,4,0,4,6,1
3328,0,3,1,6,6,1,0,0,1,1,0,3,3,5,7,2,1,4,0,4,6,1
3329,0,3,1,3,6,1,0,0,10,1,0,3,3,5,3,2,1,4,1,4,6,1
3331,0,3,0,3,6,1,0,0,10,1,0,3,3,5,7,2,1,4,1,4,6,1
3332,0,3,0,6,6,1,0,0,10,1,0,3,3,7,3,2,1,4,1,5,6,1
3333,1,2,0,4,2,1,0,1,8,0,0,3,3,7,7,2,1,4,1,4,6,0
3334,0,3,0,0,6,1,0,0,7,1,0,3,3,3,3,2,1,4,1,5,6,1
3335,0,3,1,3,6,1,0,0,7,1,0,3,3,5,7,2,1,4,0,4,6,1
3337,0,3,1,6,6,1,0,0,10,1,0,3,3,7,7,2,1,4,0,5,6,1
3338,0,2,0,3,6,1,0,0,1,1,0,3,3,5,3,2,1,4,1,5,6,1
3339,1,2,2,7,2,1,1,1,7,0,0,3,3,7,7,2,1,4,1,4,6,0
3342,0,3,1,0,6,1,0,0,7,1,0,3,3,5,7,2,1,4,0,4,6,1
3344,1,2,2,3,2,1,1,1,1,0,0,3,3,7,7,2,1,4,0,3,6,0
3346,0,3,1,6,6,1,0,0,10,1,0,3,3,7,7,2,1,4,1,4,6,1
3348,0,2,1,0,6,1,0,0,10,1,0,3,3,3,5,2,1,4,1,5,6,1
3350,0,3,0,6,6,1,0,0,1,1,0,3,3,5,3,2,1,4,0,4,6,1
3351,1,2,2,4,2,1,0,1,1,0,0,3,3,7,7,2,1,4,1,3,6,0
3352,0,3,1,6,6,1,0,0,7,1,0,3,3,5,7,2,1,4,0,4,6,1
3353,0,3,1,3,6,1,0,0,7,1,0,3,3,3,7,2,1,4,0,4,6,1
3354,1,2,2,4,2,1,0,1,7,0,0,3,3,7,7,2,1,4,1,4,6,0
3355,0,3,0,3,6,1,0,0,8,1,0,3,3,7,3,2,1,4,1,5,6,1
3356,0,3,0,6,6,1,0,0,1,1,0,3,3,7,7,2,1,4,0,5,6,1
3357,0,3,0,0,6,1,0,0,8,1,0,3,3,3,7,2,1,4,0,4,6,1
3358,0,2,1,3,6,1,0,0,1,1,0,3,3,7,7,2,1,4,1,4,6,1
3360,0,3,1,0,6,1,0,0,8,1,0,3,3,3,5,2,1,4,1,5,6,1
3361,1,2,0,4,2,1,0,1,7,0,0,3,3,7,7,2,1,4,0,4,6,0
3362,0,3,0,6,6,1,0,0,7,1,0,3,3,7,5,2,1,4,0,4,6,1
3363,1,2,1,8,4,1,0,0,7,0,0,2,2,0,0,2,1,2,3,5,6,0
3365,0,3,1,0,6,1,0,0,10,1,0,3,3,7,7,2,1,4,0,4,6,1
3366,1,3,0,3,4,1,0,0,7,0,0,2,2,0,0,2,1,2,3,4,6,0
3367,1,2,0,3,2,1,1,1,1,0,0,3,3,7,7,2,1,4,0,3,6,0
3368,0,3,1,3,6,1,0,0,7,1,0,3,3,5,3,2,1,4,0,5,6,1
3370,0,3,1,3,6,1,0,0,10,1,0,3,3,3,5,2,1,4,1,4,6,1
3371,0,2,1,0,6,1,0,0,10,1,0,3,3,3,7,2,1,4,1,5,6,1
3372,0,3,0,3,6,1,0,0,8,1,0,3,3,3,7,2,1,4,1,5,6,1
3373,1,2,0,3,4,1,0,0,7,0,0,2,2,1,5,2,1,2,3,4,3,0
3374,0,3,1,6,6,1,0,0,8,1,0,3,3,3,7,2,1,4,1,4,6,1
3375,0,3,0,6,6,1,0,0,10,1,0,3,3,5,3,2,1,4,1,5,6,1
3378,0,3,0,6,6,1,0,0,8,1,0,3,3,3,3,2,1,4,1,4,6,1
3379,0,3,0,3,6,1,0,0,8,1,0,3,3,7,7,2,1,4,1,4,6,1
3380,0,3,0,6,6,1,0,0,7,1,0,3,3,3,3,2,1,4,0,4,6,1
3381,0,3,1,6,6,1,0,0,1,1,0,3,3,7,7,2,1,4,1,4,6,1
3383,0,3,1,0,6,1,0,0,1,1,0,3,3,3,5,2,1,4,1,4,6,1
3385,0,3,0,6,6,1,0,0,7,1,0,3,3,5,7,2,1,4,1,4,6,1
3386,1,2,0,3,4,1,0,0,4,0,0,2,2,1,1,2,1,2,3,4,0,0
3387,0,3,1,0,6,1,0,0,8,1,0,3,3,7,3,2,1,4,0,5,6,1
3391,0,3,1,6,6,1,0,0,7,1,0,3,3,5,5,2,1,4,0,5,6,1
3392,0,3,0,3,6,1,0,0,7,1,0,3,3,5,5,2,1,4,1,4,6,1
3394,1,2,0,4,2,1,0,1,4,0,0,3,3,7,7,2,1,4,0,3,6,0
3395,0,2,1,0,6,1,0,0,1,1,0,3,3,5,5,2,1,4,1,5,6,1
3396,0,3,1,0,6,1,0,0,1,1,0,3,3,7,3,2,1,4,0,4,6,1
3397,0,3,1,3,6,1,0,0,10,1,0,3,3,5,3,2,1,4,0,5,6,1
3398,0,3,1,3,6,1,0,0,10,1,0,3,3,5,5,2,1,4,1,4,6,1
3399,0,3,1,6,6,1,0,0,1,1,0,3,3,3,3,2,1,4,0,5,6,1
3400,1,2,0,3,4,1,0,0,4,0,0,2,2,5,1,2,1,2,3,5,0,0
3402,0,3,0,6,6,1,0,0,10,1,0,3,3,7,5,2,1,4,0,5,6,1
3404,0,2,1,3,6,1,0,0,7,1,0,3,3,5,7,2,1,4,0,5,6,1
3405,0,3,1,6,6,1,0,0,8,1,0,3,3,7,3,2,1,4,0,4,6,1
3407,1,3,0,3,4,1,0,0,7,0,0,2,2,1,1,2,1,2,3,5,3,0
3408,0,3,0,3,6,1,0,0,8,1,0,3,3,7,7,2,1,4,0,4,6,1
3410,0,3,1,0,6,1,0,0,10,1,0,3,3,5,3,2,1,4,1,4,6,1
3411,0,3,1,0,6,1,0,0,1,1,0,3,3,7,3,2,1,4,0,5,6,1
3412,0,3,1,3,6,1,0,0,1,1,0,3,3,7,7,2,1,4,0,5,6,1
3413,1,2,0,4,2,1,1,1,8,0,0,3,3,7,7,2,1,4,1,3,6,0
3414,0,3,0,6,6,1,0,0,10,1,0,3,3,7,7,2,1,4,1,5,6,1
3419,1,2,0,3,4,1,0,0,3,0,0,2,2,5,0,2,1,2,3,4,3,0
3421,0,2,0,0,6,1,0,0,8,1,0,3,3,5,7,2,1,4,1,4,6,1
3422,0,3,0,3,6,1,0,0,10,1,0,3,3,5,3,2,1,4,1,5,6,1
3423,1,2,0,4,2,1,0,1,4,0,0,3,3,7,7,2,1,4,1,3,6,0
3424,0,3,1,0,6,1,0,0,1,1,0,3,3,7,7,2,1,4,1,4,6,1
3425,0,3,1,3,6,1,0,0,1,1,0,3,3,3,5,2,1,4,0,5,6,1
3426,1,2,0,3,4,1,0,0,4,0,0,2,2,0,0,2,1,2,3,5,3,0
3428,1,2,2,3,2,1,1,1,8,0,0,3,3,7,7,2,1,4,0,3,6,0
3429,1,2,0,3,4,1,0,0,3,0,0,2,2,1,5,2,1,2,3,4,0,0
3430,0,3,1,0,6,1,0,0,1,1,0,3,3,7,5,2,1,4,1,4,6,1
3432,0,3,1,6,6,1,0,0,7,1,0,3,3,5,3,2,1,4,0,4,6,1
3433,0,3,0,3,6,1,0,0,8,1,0,3,3,5,7,2,1,4,1,5,6,1
3435,0,3,1,0,6,1,0,0,10,1,0,3,3,7,5,2,1,4,1,5,6,1
3436,0,3,1,6,6,1,0,0,8,1,0,3,3,7,5,2,1,4,1,5,6,1
3437,0,3,1,3,6,1,0,0,7,1,0,3,3,3,3,2,1,4,0,5,6,1
3438,0,3,1,6,6,1,0,0,8,1,0,3,3,7,3,2,1,4,0,5,6,1
3439,0,3,1,0,6,1,0,0,1,1,0,3,3,5,7,2,1,4,0,5,6,1
3442,1,2,0,3,4,1,0,0,4,0,0,2,2,0,1,2,1,2,3,5,0,0
3443,1,2,0,3,4,1,0,0,7,0,0,2,2,5,1,2,1,2,3,4,6,0
3444,1,2,0,3,4,1,0,0,7,0,0,2,2,1,0,2,1,2,3,5,3,0
3445,0,3,1,6,6,1,0,0,8,1,0,3,3,3,5,2,1,4,1,5,6,1
3446,0,3,1,0,6,1,0,0,7,1,0,3,3,7,5,2,1,4,0,4,6,1
3448,1,3,1,3,4,1,0,0,7,0,0,2,2,1,1,2,1,2,3,4,3,0
3449,0,3,1,0,6,1,0,0,10,1,0,3,3,5,7,2,1,4,1,4,6,1
3450,0,3,0,6,6,1,0,0,1,1,0,3,3,5,5,2,1,4,1,4,6,1
3451,1,3,0,8,4,1,0,0,3,0,0,2,2,0,1,2,1,2,3,5,6,0
3452,0,3,1,0,6,1,0,0,8,1,0,3,3,3,5,2,1,4,1,4,6,1
3455,0,2,1,0,6,1,0,0,7,1,0,3,3,7,7,2,1,4,0,5,6,1
3456,0,3,1,3,6,1,0,0,7,1,0,3,3,7,3,2,1,4,0,4,6,1
3457,0,3,0,6,6,1,0,0,7,1,0,3,3,5,5,2,1,4,1,4,6,1
3458,0,3,1,3,6,1,0,0,7,1,0,3,3,5,5,2,1,4,1,5,6,1
3462,0,3,0,6,6,1,0,0,8,1,0,3,3,7,7,2,1,4,0,4,6,1
3463,0,3,0,3,6,1,0,0,8,1,0,3,3,3,5,2,1,4,0,5,6,1
3465,0,3,0,3,6,1,0,0,8,1,0,3,3,3,5,2,1,4,1,4,6,1
3466,0,3,1,0,6,1,0,0,7,1,0,3,3,5,3,2,1,4,1,5,6,1
3468,0,3,1,0,6,1,0,0,8,1,0,3,3,5,5,2,1,4,0,5,6,1
3469,1,2,2,4,2,1,0,1,1,0,0,3,3,7,7,2,1,4,0,3,6,0
3470,0,3,1,6,6,1,0,0,1,1,0,3,3,5,5,2,1,4,0,5,6,1
3471,0,3,1,3,6,1,0,0,7,1,0,3,3,3,5,2,1,4,0,4,6,1
3472,0,3,1,6,6,1,0,0,1,1,0,3,3,7,5,2,1,4,0,5,6,1
3473,0,3,1,0,6,1,0,0,10,1,0,3,3,7,5,2,1,4,1,4,6,1
3475,0,3,1,3,6,1,0,0,7,1,0,3,3,7,7,2,1,4,1,4,6,1
3476,0,3,1,3,6,1,0,0,1,1,0,3,3,7,7,2,1,4,1,4,6,1
3477,0,3,1,3,6,1,0,0,10,1,0,3,3,7,5,2,1,4,1,4,6,1
3478,0,3,0,6,6,1,0,0,8,1,0,3,3,7,7,2,1,4,1,4,6,1
3479,0,3,1,0,6,1,0,0,10,1,0,3,3,3,7,2,1,4,1,5,6,1
3480,0,3,1,0,6,1,0,0,7,1,0,3,3,5,3,2,1,4,1,4,6,1
3481,1,2,2,4,2,1,0,1,8,0,0,3,3,7,7,2,1,4,0,4,6,0
3482,0,3,1,3,6,1,0,0,1,1,0,3,3,7,3,2,1,4,1,5,6,1
3483,0,2,1,0,6,1,0,0,1,1,0,3,3,7,5,2,1,4,1,5,6,1
3484,1,2,1,3,4,1,0,0,7,0,0,2,2,1,1,2,1,2,3,5,0,0
3486,1,2,0,4,2,1,0,1,7,0,0,3,3,7,7,2,1,4,1,3,6,0
3487,0,3,0,6,6,1,0,0,8,1,0,3,3,7,3,2,1,4,1,5,6,1
3488,0,3,0,6,6,1,0,0,10,1,0,3,3,3,7,2,1,4,0,5,6,1
3489,1,2,0,3,2,1,0,1,8,0,0,3,3,7,7,2,1,4,1,3,6,0
3492,1,2,0,3,4,1,0,0,7,0,0,2,2,0,1,2,1,2,3,4,6,0
3493,0,3,0,6,6,1,0,0,10,1,0,3,3,5,5,2,1,4,0,4,6,1
3495,1,3,1,8,4,1,0,0,3,0,0,2,2,1,0,2,1,2,3,5,6,0
3497,0,3,1,6,6,1,0,0,7,1,0,3,3,7,7,2,1,4,0,4,6,1
3498,0,3,1,0,6,1,0,0,10,1,0,3,3,3,3,2,1,4,1,5,6,1
3499,0,2,0,0,6,1,0,0,10,1,0,3,3,3,5,2,1,4,0,4,6,1
3500,1,3,1,3,4,1,0,0,4,0,0,2,2,5,1,2,1,2,3,4,6,0
3501,0,3,1,3,6,1,0,0,8,1,0,3,3,3,7,2,1,4,1,4,6,1
3504,0,2,1,3,6,1,0,0,7,1,0,3,3,5,7,2,1,4,1,5,6,1
3505,0,2,1,0,6,1,0,0,10,1,0,3,3,3,7,2,1,4,0,4,6,1
3506,1,3,0,8,4,1,0,0,4,0,0,2,2,0,1,2,1,2,3,4,3,0
3507,0,3,1,0,6,1,0,0,8,1,0,3,3,5,3,2,1,4,1,4,6,1
3508,0,3,1,6,6,1,0,0,7,1,0,3,3,5,3,2,1,4,0,5,6,1
3513,0,3,1,6,6,1,0,0,1,1,0,3,3,7,3,2,1,4,0,4,6,1
3515,0,3,1,0,6,1,0,0,7,1,0,3,3,7,7,2,1,4,1,5,6,1
3516,1,2,0,3,2,1,1,1,7,0,0,3,3,7,7,2,1,4,0,4,6,0
3517,0,2,1,0,6,1,0,0,8,1,0,3,3,7,3,2,1,4,1,5,6,1
3519,1,2,2,3,2,1,1,1,1,0,0,3,3,7,7,2,1,4,1,4,6,0
3520,0,3,1,6,6,1,0,0,10,1,0,3,3,3,7,2,1,4,1,4,6,1
3521,0,3,1,6,6,1,0,0,8,1,0,3,3,7,7,2,1,4,1,5,6,1
3523,1,2,0,8,4,1,0,0,7,0,0,2,2,1,0,2,1,2,3,4,6,0
3524,0,3,1,0,6,1,0,0,8,1,0,3,3,3,3,2,1,4,1,4,6,1
3525,0,3,0,6,6,1,0,0,10,1,0,3,3,7,7,2,1,4,1,4,6,1
3526,0,3,1,6,6,1,0,0,8,1,0,3,3,5,7,2,1,4,1,4,6,1
3527,1,2,0,3,2,1,0,1,1,0,0,3,3,7,7,2,1,4,1,4,6,0
3528,0,3,0,6,6,1,0,0,8,1,0,3,3,7,5,2,1,4,0,4,6,1
3529,0,3,1,3,6,1,0,0,1,1,0,3,3,7,5,2,1,4,1,4,6,1
3531,0,3,0,6,6,1,0,0,8,1,0,3,3,3,7,2,1,4,0,5,6,1
3532,0,3,1,6,6,1,0,0,10,1,0,3,3,7,5,2,1,4,1,4,6,1
3533,0,3,0,3,6,1,0,0,8,1,0,3,3,5,7,2,1,4,1,4,6,1
3534,0,3,1,6,6,1,0,0,1,1,0,3,3,3,7,2,1,4,1,5,6,1
3536,0,3,1,0,6,1,0,0,8,1,0,3,3,7,5,2,1,4,0,5,6,1
3537,0,3,1,6,6,1,0,0,10,1,0,3,3,5,7,2,1,4,0,4,6,1
3538,0,3,1,0,6,1,0,0,10,1,0,3,3,3,3,2,1,4,1,4,6,1
3539,0,3,0,6,6,1,0,0,1,1,0,3,3,5,5,2,1,4,1,5,6,1
3540,0,3,1,6,6,1,0,0,10,1,0,3,3,7,5,2,1,4,1,5,6,1
3541,0,3,0,3,6,1,0,0,10,1,0,3,3,7,3,2,1,4,0,5,6,1
3542,0,2,0,3,6,1,0,0,7,1,0,3,3,5,7,2,1,4,1,5,6,1
3543,0,3,1,0,6,1,0,0,7,1,0,3,3,7,5,2,1,4,1,5,6,1
3544,0,3,1,0,6,1,0,0,7,1,0,3,3,3,5,2,1,4,1,4,6,1
3545,0,2,0,6,6,1,0,0,1,1,0,3,3,3,7,2,1,4,0,5,6,1
3546,0,3,0,0,6,1,0,0,7,1,0,3,3,7,5,2,1,4,0,5,6,1
3547,0,3,1,6,6,1,0,0,7,1,0,3,3,7,5,2,1,4,1,5,6,1
3548,0,2,1,3,6,1,0,0,1,1,0,3,3,7,3,2,1,4,0,5,6,1
3549,0,3,1,0,6,1,0,0,10,1,0,3,3,5,5,2,1,4,1,4,6,1
3552,0,3,0,6,6,1,0,0,10,1,0,3,3,5,7,2,1,4,1,4,6,1
3553,1,3,0,3,4,1,0,0,4,0,0,2,2,5,1,2,1,2,3,4,6,0
3554,0,3,1,3,6,1,0,0,8,1,0,3,3,5,5,2,1,4,1,5,6,1
3555,0,3,1,3,6,1,0,0,1,1,0,3,3,3,3,2,1,4,1,4,6,1
3557,0,2,1,0,6,1,0,0,1,1,0,3,3,3,7,2,1,4,1,4,6,1
3558,0,3,1,3,6,1,0,0,7,1,0,3,3,3,3,2,1,4,1,5,6,1
3559,1,3,0,3,4,1,0,0,3,0,0,2,2,1,0,2,1,2,3,4,6,0
3560,0,3,1,0,6,1,0,0,10,1,0,3,3,3,7,2,1,4,0,4,6,1
3561,1,2,0,3,2,1,1,1,8,0,0,3,3,7,7,2,1,4,0,3,6,0
3562,0,3,1,6,6,1,0,0,10,1,0,3,3,5,7,2,1,4,1,5,6,1
3563,1,2,2,7,2,1,1,1,4,0,0,3,3,7,7,2,1,4,0,3,6,0
3566,0,3,1,6,6,1,0,0,7,1,0,3,3,5,5,2,1,4,1,5,6,1
3570,0,3,1,6,6,1,0,0,1,1,0,3,3,5,7,2,1,4,0,5,6,1
3571,0,3,1,6,6,1,0,0,1,1,0,3,3,3,3,2,1,4,0,4,6,1
3572,0,3,0,6,6,1,0,0,8,1,0,3,3,5,5,2,1,4,0,5,6,1
3573,1,2,2,4,2,1,0,1,8,0,0,3,3,7,7,2,1,4,1,4,6,0
3574,0,3,0,6,6,1,0,0,10,1,0,3,3,5,3,2,1,4,0,5,6,1
3575,0,3,1,3,6,1,0,0,7,1,0,3,3,3,5,2,1,4,1,5,6,1
3577,0,3,1,6,6,1,0,0,8,1,0,3,3,5,5,2,1,4,1,4,6,1
3578,0,3,1,0,6,1,0,0,8,1,0,3,3,5,5,2,1,4,0,4,6,1
3579,1,2,2,4,2,1,1,1,4,0,0,3,3,7,7,2,1,4,0,3,6,0
3580,0,3,0,6,6,1,0,0,7,1,0,3,3,3,5,2,1,4,1,4,6,1
3581,0,3,0,3,6,1,0,0,10,1,0,3,3,7,7,2,1,4,0,4,6,1
3582,0,3,1,3,6,1,0,0,1,1,0,3,3,7,7,2,1,4,0,4,6,1
3583,0,3,1,6,6,1,0,0,7,1,0,3,3,3,7,2,1,4,1,5,6,1
3585,0,2,0,3,6,1,0,0,1,1,0,3,3,7,5,2,1,4,1,5,6,1
3587,0,2,1,0,6,1,0,0,8,1,0,3,3,3,5,2,1,4,1,5,6,1
3588,0,3,1,6,6,1,0,0,8,1,0,3,3,7,5,2,1,4,0,5,6,1
3589,0,3,0,6,6,1,0,0,1,1,0,3,3,5,7,2,1,4,0,5,6,1
3590,1,2,0,7,2,1,0,1,1,0,0,3,3,7,7,2,1,4,0,4,6,0
3591,0,3,1,6,6,1,0,0,7,1,0,3,3,3,5,2,1,4,0,5,6,1
3592,0,3,1,3,6,1,0,0,7,1,0,3,3,7,7,2,1,4,1,5,6,1
3595,1,2,2,7,2,1,1,1,1,0,0,3,3,7,7,2,1,4,0,4,6,0
3596,0,3,0,6,6,1,0,0,1,1,0,3,3,5,5,2,1,4,0,4,6,1
3598,0,3,1,3,6,1,0,0,8,1,0,3,3,3,3,2,1,4,1,4,6,1
3599,0,3,1,3,6,1,0,0,7,1,0,3,3,7,3,2,1,4,1,4,6,1
3601,0,3,1,6,6,1,0,0,7,1,0,3,3,7,3,2,1,4,0,5,6,1
3602,1,2,0,3,4,1,0,0,3,0,0,2,2,1,0,2,1,2,3,4,3,0
3603,0,3,0,6,6,1,0,0,8,1,0,3,3,5,7,2,1,4,1,5,6,1
3606,1,2,0,3,2,1,1,1,7,0,0,3,3,7,7,2,1,4,1,3,6,0
3607,0,3,1,3,6,1,0,0,8,1,0,3,3,3,7,2,1,4,0,5,6,1
3608,0,3,1,6,6,1,0,0,10,1,0,3,3,3,3,2,1,4,1,5,6,1
3609,0,3,1,6,6,1,0,0,1,1,0,3,3,5,7,2,1,4,1,5,6,1
3614,1,2,0,3,4,1,0,0,7,0,0,2,2,1,0,2,1,2,3,5,0,0
3616,0,3,1,3,6,1,0,0,10,1,0,3,3,3,7,2,1,4,1,4,6,1
3617,0,3,0,6,6,1,0,0,1,1,0,3,3,5,3,2,1,4,1,4,6,1
3618,1,2,2,7,2,1,1,1,8,0,0,3,3,7,7,2,1,4,1,4,6,0
3619,0,2,1,0,6,1,0,0,1,1,0,3,3,7,7,2,1,4,1,4,6,1
3621,0,3,1,6,6,1,0,0,10,1,0,3,3,3,5,2,1,4,0,4,6,1
3622,0,2,1,3,6,1,0,0,8,1,0,3,3,3,5,2,1,4,1,5,6,1
3625,1,2,0,7,2,1,1,1,8,0,0,3,3,7,7,2,1,4,0,4,6,0
3626,1,2,2,3,2,1,1,1,7,0,0,3,3,7,7,2,1,4,0,3,6,0
3627,0,2,1,6,6,1,0,0,7,1,0,3,3,5,5,2,1,4,0,4,6,1
3628,1,2,0,3,4,1,0,0,3,0,0,2,2,1,5,2,1,2,3,4,6,0
3629,0,2,0,3,6,1,0,0,10,1,0,3,3,5,3,2,1,4,0,4,6,1
3632,1,2,2,4,2,1,0,1,1,0,0,3,3,7,7,2,1,4,0,4,6,0
3633,1,2,0,3,2,1,1,1,7,0,0,3,3,7,7,2,1,4,0,3,6,0
3635,1,2,0,3,2,1,0,1,1,0,0,3,3,7,7,2,1,4,0,3,6,0
3637,0,3,1,3,6,1,0,0,8,1,0,3,3,7,3,2,1,4,1,5,6,1
3638,0,3,1,0,6,1,0,0,8,1,0,3,3,3,7,2,1,4,1,5,6,1
3641,1,2,2,7,2,1,0,1,1,0,0,3,3,7,7,2,1,4,1,3,6,0
3642,0,3,1,0,6,1,0,0,10,1,0,3,3,3,3,2,1,4,0,4,6,1
3645,1,2,0,3,4,1,0,0,4,0,0,2,2,0,0,2,1,2,3,5,0,0
3647,0,3,0,6,6,1,0,0,1,1,0,3,3,7,7,2,1,4,0,4,6,1
3648,0,3,0,3,6,1,0,0,10,1,0,3,3,3,3,2,1,4,0,4,6,1
3649,1,2,0,7,2,1,0,1,7,0,0,3,3,7,7,2,1,4,1,4,6,0
3650,0,3,0,3,6,1,0,0,1,1,0,3,3,7,7,2,1,4,1,5,6,1
3653,1,2,0,8,4,1,0,0,7,0,0,2,2,5,1,2,1,2,3,4,0,0
3654,1,2,0,7,2,1,1,1,4,0,0,3,3,7,7,2,1,4,1,4,6,0
3655,1,2,0,8,4,1,0,0,3,0,0,2,2,0,0,2,1,2,3,4,3,0
3657,1,3,0,8,4,1,0,0,4,0,0,2,2,0,0,2,1,2,3,5,6,0
3658,0,3,1,3,6,1,0,0,1,1,0,3,3,7,3,2,1,4,0,5,6,1
3659,1,2,1,3,4,1,0,0,4,0,0,2,2,1,0,2,1,2,3,5,0,0
3660,1,3,0,8,4,1,0,0,4,0,0,2,2,5,1,2,1,2,3,5,0,0
3664,0,3,1,6,6,1,0,0,10,1,0,3,3,5,7,2,1,4,0,5,6,1
